index_content,word,nature,content_type,index_word
77,经济,n,pos,8
77,实惠,vn,pos,9
77,电脑,n,pos,10
77,控,v,pos,11
77,温带,n,pos,12
77,遥控,vn,pos,13
77,实体店,n,pos,14
77,便宜,a,pos,15
77,级,q,pos,16
77,能耗,n,pos,17
77,加热,v,pos,18
77,稍微,d,pos,19
77,慢,a,pos,20
77,推荐,v,pos,21
77,购买,v,pos,22
77,加热,v,pos,23
78,价格合理,n,pos,0
78,卫生间,n,pos,1
78,点,m,pos,2
78,建议,n,pos,3
78,买前,v,pos,4
78,先量,n,pos,5
78,尺寸,n,pos,6
78,安装,v,pos,7
78,师傅,nr,pos,8
78,负责,v,pos,9
78,安装,v,pos,10
78,材料价格,n,pos,11
78,透明,v,pos,12
78,贵,a,pos,13
78,一共,j,pos,14
78,安装,v,pos,15
78,材料费,n,pos,16
78,花,v,pos,17
78,期待,v,pos,18
78,新房,n,pos,19
78,装修,v,pos,20
84,第一次,m,pos,0
84,买大,v,pos,1
84,东西,ns,pos,2
84,感觉,n,pos,3
84,宝贝,nr,pos,4
84,不错,a,pos,5
84,实惠,vn,pos,6
84,加热,v,pos,7
84,慢,a,pos,8
84,一点,m,pos,9
84,度,q,pos,10
84,加热,v,pos,11
84,更慢,d,pos,12
84,总体,n,pos,13
84,性价比,n,pos,14
84,高,a,pos,15
141,挺不错,i,pos,0
141,一款,m,pos,1
141,机器,n,pos,2
141,性价比,n,pos,3
141,高,a,pos,4
141,安装,v,pos,5
141,师傅,nr,pos,6
141,力,n,pos,7
141,中午,t,pos,8
141,打电话,l,pos,9
141,半小时,b,pos,10
143,装,v,pos,0
143,小时,n,pos,1
143,漏水,n,pos,2
143,喊,v,pos,3
143,师傅,nr,pos,4
143,维修,v,pos,5
143,修好,v,pos,6
143,浪费,n,pos,7
143,顾客,nr,pos,8
143,时间,n,pos,9
143,半夜,m,pos,10
143,粗心,a,pos,11
143,商家,n,pos,12
187,送货,v,pos,0
187,服务,vn,pos,1
187,周到,v,pos,2
187,外观,n,pos,3
187,高端,n,pos,4
187,大气,n,pos,5
187,上档次,b,pos,6
187,远程,n,pos,7
187,遥控,vn,pos,8
187,控制,v,pos,9
187,官方,n,pos,10
187,客服,n,pos,11
187,预约,v,pos,12
187,安装,v,pos,13
187,反馈,v,pos,14
187,当天,t,pos,15
187,确认,v,pos,16
187,时间,n,pos,17
187,第二天,m,pos,18
187,派,v,pos,19
187,安装,v,pos,20
187,师傅,nr,pos,21
187,安装,v,pos,22
187,师傅,nr,pos,23
187,专业,n,pos,24
187,耐心,a,pos,25
187,热心,n,pos,26
187,讲解,v,pos,27
187,注意事项,n,pos,28
187,当天,t,pos,29
187,试用,vn,pos,30
187,了下,v,pos,31
187,触屏,n,pos,32
187,效果,n,pos,33
187,加热,v,pos,34
187,容量,n,pos,35
187,足够,v,pos,36
187,一家人,n,pos,37
187,真心,d,pos,38
187,品牌,n,pos,39
187,性价比,n,pos,40
187,高,a,pos,41
187,后续,v,pos,42
187,效果,n,pos,43
187,第二台,m,pos,44
187,推荐,v,pos,45
187,身边,s,pos,46
187,家人,n,pos,47
187,朋友,n,pos,48
187,购买,v,pos,49
214,价格,n,pos,0
214,贵,a,pos,1
214,一共,j,pos,2
214,花,v,pos,3
214,一百块,m,pos,4
214,钱,n,pos,5
214,搞定,v,pos,6
214,安装,v,pos,7
214,人员,n,pos,8
214,专业,n,pos,9
214,工作,vn,pos,10
214,牌,n,pos,11
214,穿,v,pos,12
214,工作服,n,pos,13
276,水压,n,pos,0
276,期待,v,pos,1
276,高,n,pos,2
276,加收,v,pos,3
319,不错,a,pos,0
319,安装,v,pos,1
319,师傅,nr,pos,2
319,负责,v,pos,3
319,乱,d,pos,4
319,接,v,pos,5
319,配件,n,pos,6
319,错,v,pos,7
319,介绍,v,pos,8
319,插座,n,pos,9
319,预留,v,pos,10
319,错,v,pos,11
319,办法,n,pos,12
319,漏电,nz,pos,13
319,保护,v,pos,14
319,插座,n,pos,15
329,遥控,vn,pos,0
329,安装,v,pos,1
329,高,a,pos,2
329,遥控,vn,pos,3
329,升,zg,pos,4
329,家庭,n,pos,5
329,四五个,m,pos,6
329,人用,n,pos,7
337,安装,v,pos,0
337,小哥,n,pos,1
337,我家,r,pos,2
337,安装,v,pos,3
337,时,n,pos,4
337,发现,v,pos,5
337,几个,m,pos,6
337,接口,v,pos,7
337,漏水,n,pos,8
337,小哥,n,pos,9
337,弄,v,pos,10
337,衣袖,n,pos,11
337,湿,a,pos,12
337,总共,b,pos,13
337,收,v,pos,14
337,安装费,n,pos,15
337,良心,a,pos,16
350,安装,v,pos,0
350,师傅,nr,pos,1
350,收,v,pos,2
350,管子,n,pos,3
350,钱,n,pos,4
350,钱,n,pos,5
350,总体,n,pos,6
350,高,a,pos,7
350,后续,v,pos,8
350,观察,v,pos,9
373,第二次,m,pos,0
373,安装费,n,pos,1
373,太,d,pos,2
373,高,a,pos,3
373,一共,j,pos,4
373,块,zg,pos,5
373,明明,t,pos,6
373,安装费,n,pos,7
373,超过,v,pos,8
375,挺好用,a,pos,0
375,第一次,m,pos,1
375,烧水,n,pos,2
375,设置,vn,pos,3
375,度,zg,pos,4
375,烧水,n,pos,5
375,时间,n,pos,6
375,稍微,d,pos,7
375,长点,n,pos,8
375,关机,n,pos,9
375,保温,n,pos,10
375,久,a,pos,11
375,装机,n,pos,12
375,师傅,nr,pos,13
375,客服,n,pos,14
375,打电话,l,pos,15
375,安排,v,pos,16
375,装机,n,pos,17
375,总共,b,pos,18
375,花,v,pos,19
375,价格,n,pos,20
375,材料,n,pos,21
375,清单,a,pos,22
375,送,v,pos,23
375,混,n,pos,24
375,水阀,n,pos,25
375,淋浴,n,pos,26
375,头,n,pos,27
375,不好,d,pos,28
375,混,v,pos,29
375,水阀,n,pos,30
375,只能,v,pos,31
375,暂时,d,pos,32
375,先用,v,pos,33
375,不好,d,pos,34
375,价格,n,pos,35
375,太,d,pos,36
375,稳定,a,pos,37
375,忽高忽低,z,pos,38
375,价格,n,pos,39
375,保障,v,pos,40
375,郁闷,a,pos,41
391,不错,a,pos,0
391,外形,n,pos,1
391,漂亮,a,pos,2
391,加热,v,pos,3
391,慢,a,pos,4
391,特别,d,pos,5
391,此款,r,pos,6
391,插头,n,pos,7
391,安,v,pos,8
403,安装,v,pos,0
403,费用,n,pos,1
403,贵,a,pos,2
403,实验,vn,pos,3
403,明天,t,pos,4
403,试一试,v,pos,5
419,跟得上,v,pos,0
419,步伐,n,pos,1
419,温度,n,pos,2
419,显示,v,pos,3
419,清晰可见,l,pos,4
419,人性化,n,pos,5
419,遥控器,n,pos,6
419,东西,ns,pos,7
419,不用,v,pos,8
419,站,v,pos,9
419,高,a,pos,10
419,用手,n,pos,11
419,按了,p,pos,12
419,安排,v,pos,13
419,安装,v,pos,14
419,师傅,nr,pos,15
419,热情,n,pos,16
419,安装,v,pos,17
419,仔细,ad,pos,18
419,周全,nr,pos,19
445,速度,n,pos,0
445,太,d,pos,1
445,想,v,pos,2
445,想,v,pos,3
445,周六,t,pos,4
445,下午,t,pos,5
445,安装,v,pos,6
445,周五,t,pos,7
445,下午,t,pos,8
445,装上,v,pos,9
445,安装,v,pos,10
445,师傅,nr,pos,11
445,态度,n,pos,12
445,工作到位,l,pos,13
445,号,m,pos,14
445,上午,t,pos,15
445,点,m,pos,16
445,订单,n,pos,17
445,点,m,pos,18
445,接到,v,pos,19
445,客服,n,pos,20
445,电话,n,pos,21
445,接到,v,pos,22
445,电话,n,pos,23
445,沟通,v,pos,24
445,安装,v,pos,25
445,到货,v,pos,26
445,商场,n,pos,27
445,商场,n,pos,28
445,里,f,pos,29
445,星期,t,pos,30
445,估计,v,pos,31
445,装,v,pos,32
445,效率,n,pos,33
445,太,d,pos,34
445,高,a,pos,35
445,第一天,m,pos,36
445,下单,n,pos,37
445,第二天,m,pos,38
445,收货,n,pos,39
445,第三天,m,pos,40
445,安装,v,pos,41
513,不错,a,pos,0
513,一段时间,l,pos,1
513,评价,n,pos,2
513,配件,n,pos,3
513,贵,a,pos,4
515,不错,a,pos,0
515,花洒,nr,pos,1
515,太小,n,pos,2
515,水压,n,pos,3
515,高,a,pos,4
515,水太,nr,pos,5
515,密集,n,pos,6
544,实惠,vn,pos,0
544,性价比,n,pos,1
544,高,a,pos,2
572,先是,d,pos,0
572,实体店,n,pos,1
572,机械式,n,pos,2
572,干脆,d,pos,3
572,网上,s,pos,4
572,抢,v,pos,5
572,拉倒,v,pos,6
572,正好,a,pos,7
572,赶上,d,pos,8
572,活动,vn,pos,9
572,不到,v,pos,10
572,一千块,m,pos,11
572,钱,n,pos,12
572,拿下,v,pos,13
572,辅材,n,pos,14
572,收费,n,pos,15
572,干嘛,n,pos,16
572,贵,a,pos,17
572,反正,d,pos,18
572,假货,n,pos,19
583,产品,n,pos,0
583,安装,v,pos,1
583,送货,v,pos,2
583,太慢,a,pos,3
590,价格,n,pos,0
590,贵,a,pos,1
590,希望,v,pos,2
590,一分钱,n,pos,3
590,一分货,n,pos,4
601,到货,v,pos,0
601,安装,v,pos,1
601,效率,n,pos,2
601,高,a,pos,3
681,东西,ns,pos,0
681,自营,vn,pos,1
681,快递,v,pos,2
681,第二天,m,pos,3
681,京,j,pos,4
681,东西,ns,pos,5
681,送来,v,pos,6
681,包装,v,pos,7
681,客服,n,pos,8
681,不错,a,pos,9
681,不懂,a,pos,10
681,耐心,a,pos,11
681,解答,v,pos,12
681,售后,n,pos,13
681,师傅,nr,pos,14
681,安装,v,pos,15
681,第二天,m,pos,16
681,赶上,d,pos,17
681,第三天,m,pos,18
681,帮,v,pos,19
681,安装,v,pos,20
681,态度,n,pos,21
681,安装费,n,pos,22
681,贵,a,pos,23
701,东西,ns,pos,0
701,不错,a,pos,1
701,做工,v,pos,2
701,全国,n,pos,3
701,联保,j,pos,4
701,售后,n,pos,5
701,安装,v,pos,6
701,师傅,nr,pos,7
701,热情,n,pos,8
701,安装费,n,pos,9
701,高,a,pos,10
701,块,zg,pos,11
701,减,v,pos,12
701,零头,n,pos,13
701,师傅,nr,pos,14
701,坎,nrt,pos,15
701,大山,ns,pos,16
701,上推,v,pos,17
701,八辈,m,pos,18
701,祖宗,nr,pos,19
701,师傅,nr,pos,20
701,够够,a,pos,21
729,适合,v,pos,0
729,一家,m,pos,1
729,三口,m,pos,2
729,活动,vn,pos,3
729,期间,f,pos,4
729,性价比,n,pos,5
729,高,a,pos,6
746,机器,n,pos,0
746,安装,v,pos,1
746,师傅,nr,pos,2
746,细心,n,pos,3
746,唯一,b,pos,4
746,不太好,v,pos,5
746,地方,n,pos,6
746,预约,v,pos,7
746,上门,ns,pos,8
746,安装,v,pos,9
746,主动,b,pos,10
746,安装,v,pos,11
746,预约,v,pos,12
746,电话,n,pos,13
746,不好,d,pos,14
746,打通,v,pos,15
772,外型,b,pos,0
772,美观,nz,pos,1
772,加热,v,pos,2
772,师付,nr,pos,3
772,认真负责,n,pos,4
772,安装费,n,pos,5
772,够,v,pos,6
772,高,a,pos,7
772,轻体,n,pos,8
772,墙,n,pos,9
772,架子,n,pos,10
772,安装费,n,pos,11
772,一共,j,pos,12
772,花,v,pos,13
772,八角,m,pos,14
772,阀,n,pos,15
772,提供,v,pos,16
772,压力,n,pos,17
772,阀,n,pos,18
772,处,n,pos,19
772,滴水,n,pos,20
772,咨询,vn,pos,21
772,影响,vn,pos,22
772,美观,nz,pos,23
796,性价比,n,pos,0
796,高,a,pos,1
796,遥控,vn,pos,2
796,遥控,vn,pos,3
796,经济,n,pos,4
796,经济,n,pos,5
796,超级,b,pos,6
796,实用,v,pos,7
801,两台,m,pos,0
801,性价比,n,pos,1
801,功率,n,pos,2
801,加热,v,pos,3
801,多分钟,m,pos,4
801,慢,a,pos,5
801,家庭,n,pos,6
804,加热,v,pos,0
804,速度,n,pos,1
804,稍微,d,pos,2
804,慢,a,pos,3
804,一点,m,pos,4
804,售后,n,pos,5
804,安装,v,pos,6
804,东西,ns,pos,7
804,五金店,nz,pos,8
804,售后,n,pos,9
804,安装,v,pos,10
804,花钱,n,pos,11
825,漏水,n,pos,0
825,现象,n,pos,1
825,家,m,pos,2
825,漏水,n,pos,3
825,漏下,v,pos,4
825,泡,v,pos,5
825,责任,n,pos,6
825,评评理,n,pos,7
857,安装,v,pos,0
857,感觉,n,pos,1
857,高级,b,pos,2
857,师傅,nr,pos,3
857,安装,v,pos,4
857,态度,n,pos,5
857,价格,n,pos,6
857,价格,n,pos,7
857,高,a,pos,8
863,下单,n,pos,0
863,送往,v,pos,1
863,乡下,s,pos,2
863,物流,n,pos,3
863,系统,n,pos,4
863,物流,n,pos,5
863,转,v,pos,6
863,委托,n,pos,7
863,公司,n,pos,8
863,送货,v,pos,9
863,太慢,a,pos,10
863,一个月,m,pos,11
863,时间,n,pos,12
863,乡镇,n,pos,13
863,费用,n,pos,14
863,找,v,pos,15
863,货车,n,pos,16
863,拉,v,pos,17
863,字,n,pos,18
863,农村,n,pos,19
863,太,d,pos,20
863,难,a,pos,21
863,搞定,v,pos,22
926,送货,v,pos,0
926,服务,vn,pos,1
926,安装,v,pos,2
926,太慢,a,pos,3
926,几天,m,pos,4
926,没人,v,pos,5
926,安装,v,pos,6
926,有待,v,pos,7
926,提高,v,pos,8
971,安装,v,pos,0
971,材料费,n,pos,1
971,贵,a,pos,2
971,几个,m,pos,3
971,接头,v,pos,4
971,就块,d,pos,5
971,无奈,d,pos,6
971,安,v,pos,7
1002,安装,v,neg,0
1002,配,v,neg,1
1002,两个,m,neg,2
1002,安装,v,neg,3
1002,空间,n,neg,4
1002,安装,v,neg,5
1002,位置,v,neg,6
1002,洗手间,n,neg,7
1002,外面,f,neg,8
1002,隔,v,neg,9
1002,一堵,m,neg,10
1002,墙,n,neg,11
1002,米,m,neg,12
1002,之内,f,neg,13
1002,下层,n,neg,14
1002,墙,n,neg,15
1002,材料,n,neg,16
1002,请,v,neg,17
1002,安装,v,neg,18
1002,人员,n,neg,19
1002,挂,v,neg,20
1002,墙壁,s,neg,21
1002,请,v,neg,22
1002,离开,v,neg,23
1002,管道,n,neg,24
1002,安装,v,neg,25
1002,省,n,neg,26
1002,大洋,ns,neg,27
1002,晚上,t,neg,28
1002,邻居,v,neg,29
1002,告诉,v,neg,30
1002,两个,m,neg,31
1002,安装,v,neg,32
1002,人员,n,neg,33
1002,路上,s,neg,34
1002,嘀咕,o,neg,35
1002,早上,t,neg,36
1002,白跑,ns,neg,37
1002,一趟,m,neg,38
1002,抠,v,neg,39
1002,业主,n,neg,40
1002,早,a,neg,41
1002,不来,v,neg,42
1002,几天,m,neg,43
1002,配,v,neg,44
1002,花,v,neg,45
1002,洒,v,neg,46
1002,漏水,n,neg,47
1002,郁闷,a,neg,48
1003,愉快,a,neg,0
1003,网购,n,neg,1
1003,几天,m,neg,2
1003,舒服,a,neg,3
1003,下单,n,neg,4
1003,付款,v,neg,5
1003,半小时,b,neg,6
1003,客服,n,neg,7
1003,打电话,l,neg,8
1003,当天,t,neg,9
1003,送货,v,neg,10
1003,心喜,n,neg,11
1003,请假,v,neg,12
1003,回家,n,neg,13
1003,等待,v,neg,14
1003,小时,n,neg,15
1003,物流,n,neg,16
1003,打电话,l,neg,17
1003,所在区域,n,neg,18
1003,第二天,m,neg,19
1003,送,v,neg,20
1003,语,ng,neg,21
1003,天,q,neg,22
1003,工资,vn,neg,23
1003,人员,n,neg,24
1003,电话,n,neg,25
1003,情况,n,neg,26
1003,商家,n,neg,27
1003,下文,n,neg,28
1003,第二天,m,neg,29
1003,点,m,neg,30
1003,安装,v,neg,31
1003,师傅,nr,neg,32
1003,安装,v,neg,33
1003,一看,u,neg,34
1003,安排,v,neg,35
1003,送货,v,neg,36
1003,中,f,neg,37
1003,告知,v,neg,38
1003,货,n,neg,39
1003,惠州,ns,neg,40
1003,下午,t,neg,41
1003,点,m,neg,42
1003,送到,v,neg,43
1003,郁闷,a,neg,44
1003,下午,t,neg,45
1003,点,m,neg,46
1003,安装,v,neg,47
1003,师傅,nr,neg,48
1003,告知,v,neg,49
1003,点,m,neg,50
1003,还好,v,neg,51
1003,点货,n,neg,52
1003,电话,n,neg,53
1003,安装,v,neg,54
1003,师傅,nr,neg,55
1003,点,m,neg,56
1003,点,m,neg,57
1003,无人,n,neg,58
1003,接听,v,neg,59
1003,点,m,neg,60
1003,终于,d,neg,61
1003,安排,v,neg,62
1003,太,d,neg,63
1003,忙,v,neg,64
1003,点,m,neg,65
1003,无人,n,neg,66
1003,天,q,neg,67
1003,洗澡,v,neg,68
1003,感冒,v,neg,69
1003,冷水,n,neg,70
1003,洗,v,neg,71
1003,点,m,neg,72
1003,师傅,nr,neg,73
1003,说好,v,neg,74
1003,再晚,d,neg,75
1003,找,v,neg,76
1003,宾馆,n,neg,77
1003,解决,v,neg,78
1003,第三天,m,neg,79
1003,中午,t,neg,80
1003,安装,v,neg,81
1003,面对,v,neg,82
1003,面对,v,neg,83
1003,安装,v,neg,84
1003,师傅,nr,neg,85
1003,无语,v,neg,86
1003,楼下,s,neg,87
1003,商场,n,neg,88
1003,逛,v,neg,89
1003,价格,n,neg,90
1003,付款,v,neg,91
1003,送货,v,neg,92
1003,安装,v,neg,93
1003,送,v,neg,94
1003,一盒,m,neg,95
1003,安琪,nr,neg,96
1003,月饼,n,neg,97
1003,无语,v,neg,98
1003,希望,v,neg,99
1003,蒸蒸日上,i,neg,100
1003,每况愈下,l,neg,101
1003,服务,vn,neg,102
1008,下图,v,neg,0
1008,安装,v,neg,1
1008,安装公司,nt,neg,2
1008,加收,v,neg,3
1008,八十块,m,neg,4
1008,接头,v,neg,5
1008,做,v,neg,6
1008,水电,n,neg,7
1008,肯定,v,neg,8
1008,装,v,neg,9
1008,打电话,l,neg,10
1008,装是,n,neg,11
1008,保修,v,neg,12
1008,装,v,neg,13
1008,公司,n,neg,14
1008,安装,v,neg,15
1008,漏电,nz,neg,16
1008,电死人,n,neg,17
1008,操,v,neg,18
1008,公司,n,neg,19
1008,客服,n,neg,20
1008,电话,n,neg,21
1008,找,v,neg,22
1008,工程师,n,neg,23
1008,解答,v,neg,24
1008,技术,n,neg,25
1008,漏洞,n,neg,26
1008,安装,v,neg,27
1008,漏电,nz,neg,28
1008,半天,m,neg,29
1008,回复,v,neg,30
1008,家里,s,neg,31
1008,三台,m,neg,32
1008,水,n,neg,33
1008,本来,t,neg,34
1008,导电介质,n,neg,35
1008,装,v,neg,36
1008,花钱,n,neg,37
1008,漏电,nz,neg,38
1008,机器,n,neg,39
1008,回家,n,neg,40
1008,气死人,n,neg,41
1008,建议,n,neg,42
1008,三思,n,neg,43
1009,漏水,n,neg,0
1009,安装,v,neg,1
1009,师傅,nr,neg,2
1009,坏,a,neg,3
1009,找,v,neg,4
1009,客服,n,neg,5
1009,客服,n,neg,6
1009,专业,n,neg,7
1009,师傅,nr,neg,8
1009,检验,vn,neg,9
1009,完开,v,neg,10
1009,确认,v,neg,11
1009,单再,d,neg,12
1009,申请,v,neg,13
1009,退换货,n,neg,14
1009,申请,v,neg,15
1009,天,q,neg,16
1009,发货,n,neg,17
1009,广东,ns,neg,18
1009,月,m,neg,19
1009,天,q,neg,20
1009,一周,m,neg,21
1009,时间,n,neg,22
1009,期间,f,neg,23
1009,凉水,n,neg,24
1009,冲澡,v,neg,25
1009,高估,v,neg,26
1009,品质,n,neg,27
1009,服务,vn,neg,28
1009,放,v,neg,29
1009,自来水,l,neg,30
1009,几十分钟,m,neg,31
1009,客服,n,neg,32
1009,电话,n,neg,33
1009,糟糕,a,neg,34
1009,采购,v,neg,35
1009,良心,a,neg,36
1009,评价,n,neg,37
1009,想,v,neg,38
1009,采购,v,neg,39
1009,慎重,a,neg,40
1013,东西,ns,neg,0
1013,售后,n,neg,1
1013,真,d,neg,2
1013,不行,v,neg,3
1013,第一天,m,neg,4
1013,没装,v,neg,5
1013,调整,vn,neg,6
1013,位置,v,neg,7
1013,两天,m,neg,8
1013,头条,n,neg,9
1013,下午,t,neg,10
1013,预约,v,neg,11
1013,第二天,m,neg,12
1013,早就,d,neg,13
1013,安装,v,neg,14
1013,赶工期,v,neg,15
1013,答应,v,neg,16
1013,第二天,m,neg,17
1013,安装,v,neg,18
1013,洁具,n,neg,19
1013,工人,n,neg,20
1013,几个,m,neg,21
1013,小时,n,neg,22
1013,不见,v,neg,23
1013,打电话,l,neg,24
1013,下午,t,neg,25
1013,气死,n,neg,26
1013,打电话,l,neg,27
1013,调节,vn,neg,28
1013,几分钟,m,neg,29
1013,回复,v,neg,30
1013,这一,r,neg,31
1013,推,v,neg,32
1013,没影,v,neg,33
1013,安装工人,l,neg,34
1013,打算,v,neg,35
1013,投诉,v,neg,36
1013,电话,n,neg,37
1013,打来,v,neg,38
1013,有人,r,neg,39
1013,装车,n,neg,40
1013,装,v,neg,41
1013,上车,n,neg,42
1013,安装,v,neg,43
1013,路程,n,neg,44
1013,半个,m,neg,45
1013,小时,n,neg,46
1013,下午,t,neg,47
1013,一点半,m,neg,48
1013,诚信,nz,neg,49
1013,管件,n,neg,50
1013,杂,n,neg,51
1013,牌子,n,neg,52
1013,原装,n,neg,53
1013,配套,a,neg,54
1013,质量,n,neg,55
1013,垃圾,n,neg,56
1017,越来越,d,neg,0
1017,差,a,neg,1
1017,再也,d,neg,2
1017,不用,v,neg,3
1017,反正,d,neg,4
1017,时代,n,neg,5
1017,电器,n,neg,6
1017,牌子,n,neg,7
1017,更好,d,neg,8
1017,多着,m,neg,9
1017,电器,n,neg,10
1017,费电,n,neg,11
1017,加热,v,neg,12
1017,慢,a,neg,13
1017,安装,v,neg,14
1017,材料,n,neg,15
1017,推荐,v,neg,16
1017,购买,v,neg,17
1017,建议,n,neg,18
1017,购买,v,neg,19
1020,感觉,n,neg,0
1020,坑,n,neg,1
1020,真不知道,i,neg,2
1020,包,v,neg,3
1020,安装,v,neg,4
1020,支架,n,neg,5
1020,一大笔钱,l,neg,6
1020,真心,d,neg,7
1020,不想,v,neg,8
1020,安装,v,neg,9
1020,张,q,neg,10
1020,安装,v,neg,11
1020,费用,n,neg,12
1020,真,d,neg,13
1020,晕,v,neg,14
1020,不想,v,neg,15
1024,产品,n,neg,0
1024,安装,v,neg,1
1024,坑人,n,neg,2
1024,明明,t,neg,3
1024,封顶,n,neg,4
1024,收费,n,neg,5
1024,搞不懂,l,neg,6
1024,总共,b,neg,7
1024,安装,v,neg,8
1024,管路,n,neg,9
1024,超过,v,neg,10
1024,米,q,neg,11
1024,角阀,n,neg,12
1024,买来,v,neg,13
1024,底气,n,neg,14
1024,收费,n,neg,15
1024,问,v,neg,16
1024,卖,v,neg,17
1024,产品,n,neg,18
1024,安装费,n,neg,19
1024,坑,n,neg,20
1030,烧,v,neg,0
1030,四个,m,neg,1
1030,小时,n,neg,2
1030,烧到,v,neg,3
1030,垃圾,n,neg,4
1030,产品,n,neg,5
1030,客服,n,neg,6
1030,加到,v,neg,7
1030,黑名单,nr,neg,8
1030,问,n,neg,9
1030,等于,v,neg,10
1030,花钱买,ns,neg,11
1030,教训,vn,neg,12
1030,醉,v,neg,13
1037,星,n,neg,0
1037,送给,v,neg,1
1037,售后,n,neg,2
1037,刚微,d,neg,3
1037,信,v,neg,4
1037,预约,v,neg,5
1037,电话,n,neg,6
1037,效率,n,neg,7
1037,高,a,neg,8
1037,地方,n,neg,9
1037,看过,v,neg,10
1037,电话,n,neg,11
1037,里,f,neg,12
1037,张口,nr,neg,13
1037,安装,v,neg,14
1037,三四百,m,neg,15
1037,只能,v,neg,16
1037,有空,vn,neg,17
1037,地方,n,neg,18
1037,钱,n,neg,19
1037,事,n,neg,20
1037,反正,d,neg,21
1037,凑到,v,neg,22
1037,松口,ns,neg,23
1037,实体店,n,neg,24
1037,费,v,neg,25
1037,大劲,d,neg,26
1037,价钱,n,neg,27
1037,售后,n,neg,28
1037,材料,n,neg,29
1037,找,v,neg,30
1037,师傅,nr,neg,31
1037,安装,v,neg,32
1037,评估,vn,neg,33
1037,中,f,neg,34
1037,等用,v,neg,35
1037,再来,d,neg,36
1037,追评,v,neg,37
1041,乐色,n,neg,0
1041,烧水,n,neg,1
1041,贼,n,neg,2
1041,慢,d,neg,3
1041,费劲,a,neg,4
1041,小时,n,neg,5
1041,够,v,neg,6
1041,洗,v,neg,7
1041,洗,v,neg,8
1041,烧供,v,neg,9
1041,不上,d,neg,10
1043,安装,v,neg,0
1043,师傅,nr,neg,1
1043,安装,v,neg,2
1043,水,n,neg,3
1043,走廊,n,neg,4
1043,漏水,n,neg,5
1043,一塌糊涂,i,neg,6
1044,安装,v,neg,0
1044,保,v,neg,1
1044,逻辑,n,neg,2
1044,各种类型,l,neg,3
1044,收费,n,neg,4
1044,安装,v,neg,5
1044,油烟机,n,neg,6
1044,挂架,v,neg,7
1044,不行,v,neg,8
1044,油烟机,n,neg,9
1044,新楼,n,neg,10
1044,独立,v,neg,11
1044,烟道,n,neg,12
1044,非要,b,neg,13
1044,按止,v,neg,14
1044,逆阀,n,neg,15
1044,不安,a,neg,16
1044,不好,d,neg,17
1044,理解,v,neg,18
1044,口,q,neg,19
1044,安装,v,neg,20
1044,大小,b,neg,21
1044,做,v,neg,22
1044,东西,ns,neg,23
1044,不好,d,neg,24
1044,按了,p,neg,25
1044,还得,v,neg,26
1044,上边带,n,neg,27
1044,板,n,neg,28
1044,卸下来,v,neg,29
1044,想,v,neg,30
1044,问,v,neg,31
1044,花钱,n,neg,32
1044,东西,ns,neg,33
1044,做,v,neg,34
1044,设计,vn,neg,35
1044,板子,n,neg,36
1046,发货,n,neg,0
1046,超级,b,neg,1
1046,慢,a,neg,2
1046,服务态度,n,neg,3
