index_content,word,nature,content_type,index_word
40,算,v,pos,37
40,反正,d,pos,38
40,效果,n,pos,39
40,无所谓,l,pos,40
40,旧,a,pos,41
40,年,m,pos,42
40,没坏,v,pos,43
40,品牌,n,pos,44
40,没了,v,pos,45
40,希望,v,pos,46
40,经久耐用,l,pos,47
41,满意,v,pos,0
41,送货,v,pos,1
41,师傅,nr,pos,2
41,搬到,v,pos,3
41,楼,n,pos,4
41,安装,v,pos,5
41,师傅,nr,pos,6
41,不错,a,pos,7
42,昨天,t,pos,0
42,装,v,pos,1
42,第一次,m,pos,2
42,烧水,n,pos,3
42,很快,d,pos,4
42,性价比,n,pos,5
42,超高,v,pos,6
44,下单,n,pos,0
44,安装,v,pos,1
44,正品,n,pos,2
44,值得,v,pos,3
44,推荐,v,pos,4
48,外观,n,pos,0
48,时尚,n,pos,1
48,简约,d,pos,2
48,白色,n,pos,3
48,显,v,pos,4
48,大气,n,pos,5
48,一键,n,pos,6
48,快速,d,pos,7
48,升温,v,pos,8
48,省,n,pos,9
48,时,ng,pos,10
48,一键,n,pos,11
48,中温,n,pos,12
48,保温,n,pos,13
48,省力,n,pos,14
48,远红外,l,pos,15
48,遥控,vn,pos,16
48,控制,v,pos,17
48,便捷,a,pos,18
48,液晶,n,pos,19
48,大屏,n,pos,20
48,一目了然,i,pos,21
48,安装,v,pos,22
48,师傅,nr,pos,23
48,细心,n,pos,24
48,周到,v,pos,25
48,服务,vn,pos,26
48,温暖,an,pos,27
48,送,v,pos,28
48,小花,n,pos,29
48,洒,v,pos,30
48,正好,a,pos,31
48,我家,r,pos,32
48,坏,a,pos,33
48,无微不至,i,pos,34
48,品牌,n,pos,35
48,值得,v,pos,36
48,信赖,n,pos,37
49,线,n,pos,0
49,拍下,v,pos,1
49,产品,n,pos,2
49,发货,n,pos,3
49,速度,n,pos,4
49,很快,d,pos,5
49,预约,v,pos,6
49,上门,ns,pos,7
49,安装,v,pos,8
49,安装,v,pos,9
49,人员,n,pos,10
49,业务,n,pos,11
49,熟练,a,pos,12
49,素质,n,pos,13
49,高,a,pos,14
49,牌子,n,pos,15
49,值得,v,pos,16
49,信赖,n,pos,17
49,加热,v,pos,18
49,升水,v,pos,19
49,够,zg,pos,20
49,两个,m,pos,21
49,人用,n,pos,22
49,愉快,a,pos,23
49,购物,n,pos,24
49,体验,n,pos,25
49,性价比,n,pos,26
49,极高,a,pos,27
49,一款,m,pos,28
51,购物,n,pos,0
51,快递,v,pos,1
51,力,n,pos,2
51,购物,n,pos,3
51,快递,v,pos,4
51,力,n,pos,5
51,理解,v,pos,6
51,送货,v,pos,7
51,量,n,pos,8
51,大师傅,nr,pos,9
51,忙不过来,l,pos,10
51,宝贝,nr,pos,11
51,留心,v,pos,12
51,客服,n,pos,13
51,人员,n,pos,14
51,告知,v,pos,15
51,算,v,pos,16
51,倒霉,a,pos,17
51,安装,v,pos,18
51,安装,v,pos,19
51,师傅,nr,pos,20
51,很好,d,pos,21
51,顾客,nr,pos,22
51,安装,v,pos,23
51,好看,v,pos,24
51,周到,v,pos,25
51,关心,n,pos,26
51,收费,n,pos,27
51,两个,m,pos,28
51,脚法,n,pos,29
51,管子,n,pos,30
51,收费,n,pos,31
51,满意,v,pos,32
51,购物,n,pos,33
51,下次,t,pos,34
51,用后感,n,pos,35
52,品牌,n,pos,0
52,值得,v,pos,1
52,信赖,n,pos,2
52,就用,v,pos,3
52,新房子,n,pos,4
52,装修,v,pos,5
52,售后,n,pos,6
52,特别,d,pos,7
52,正规,a,pos,8
52,安装,v,pos,9
52,人员,n,pos,10
52,进门,v,pos,11
52,穿鞋,n,pos,12
52,套,q,pos,13
52,耐心,a,pos,14
52,谅解,v,pos,15
52,贴心,v,pos,16
52,满意,v,pos,17
52,购物,n,pos,18
53,购买,v,pos,0
53,自营,vn,pos,1
53,商品,n,pos,2
53,拥有,v,pos,3
53,七天,t,pos,4
53,理由,n,pos,5
53,退换货,n,pos,6
53,消费者,n,pos,7
53,无忧,v,pos,8
53,购买,v,pos,9
53,送货,v,pos,10
53,电,n,pos,11
53,电子,n,pos,12
53,百货,n,pos,13
53,厂品,n,pos,14
53,购买,v,pos,15
53,信赖,n,pos,16
53,自营,vn,pos,17
55,升,zg,pos,0
55,预约,v,pos,1
55,洗浴,v,pos,2
55,无线,n,pos,3
55,遥控,vn,pos,4
55,不错,a,pos,5
55,送货,v,pos,6
55,安装,v,pos,7
55,不错,a,pos,8
55,家里人,nrt,pos,9
55,满意,v,pos,10
55,升,zg,pos,11
55,预约,v,pos,12
55,洗浴,v,pos,13
55,无线,n,pos,14
55,遥控,vn,pos,15
55,不错,a,pos,16
55,行,zg,pos,17
55,价格,n,pos,18
55,总,b,pos,19
55,波动,vn,pos,20
57,师傅,nr,pos,0
57,安装,v,pos,1
57,服务态度,n,pos,2
57,不错,a,pos,3
57,品牌,n,pos,4
57,送货上门,l,pos,5
57,速度,n,pos,6
57,很快,d,pos,7
58,品牌,n,pos,0
58,值得,v,pos,1
58,信赖,n,pos,2
58,第二回,m,pos,3
58,购买,v,pos,4
58,加热,v,pos,5
58,速度,n,pos,6
58,洗澡,v,pos,7
58,不用,v,pos,8
58,送货,v,pos,9
58,安装,v,pos,10
58,安装,v,pos,11
58,师傅,nr,pos,12
58,气,n,pos,13
58,讲解,v,pos,14
58,到位,v,pos,15
58,师傅,nr,pos,16
58,还给,v,pos,17
58,收拾,v,pos,18
58,卫生,an,pos,19
58,真的,d,pos,20
58,满意,v,pos,21
58,不的,v,pos,22
58,满分,d,pos,23
61,不错,a,pos,0
61,太棒了,nr,pos,1
61,一级,m,pos,2
61,变频,vn,pos,3
61,出热,v,pos,4
61,水量,n,pos,5
61,价格,n,pos,6
61,合适,a,pos,7
62,牌子,n,pos,0
62,买回来,l,pos,1
62,值得,v,pos,2
62,撇开,v,pos,3
62,价格,n,pos,4
62,牌子,n,pos,5
62,摆在,v,pos,6
62,就让,v,pos,7
62,放心,v,pos,8
62,收到,v,pos,9
62,第一,m,pos,10
62,感觉,n,pos,11
62,升,v,pos,12
62,容积,n,pos,13
62,足够,v,pos,14
62,三个,m,pos,15
62,洗,v,pos,16
62,试,v,pos,17
62,不错,a,pos,18
62,满意,v,pos,19
62,购物,n,pos,20
62,五星,nz,pos,21
62,好评,v,pos,22
63,收到,v,pos,0
63,外观,n,pos,1
63,颜值,n,pos,2
63,高,a,pos,3
63,简洁,a,pos,4
63,大方,n,pos,5
63,预约,v,pos,6
63,安装,v,pos,7
63,很快,d,pos,8
63,到货,v,pos,9
63,第二天,m,pos,10
63,师傅,nr,pos,11
63,一大早,l,pos,12
63,免费,vn,pos,13
63,安装,v,pos,14
63,收,v,pos,15
63,材料费,n,pos,16
63,品牌,n,pos,17
63,值得,v,pos,18
63,信赖,n,pos,19
64,东西,ns,pos,0
64,不错,a,pos,1
64,质量,n,pos,2
64,实用,v,pos,3
64,后悔,v,pos,4
64,外观,n,pos,5
64,大气,n,pos,6
64,颜色,n,pos,7
64,漂亮,a,pos,8
64,喜欢,v,pos,9
64,多款,m,pos,10
64,款,m,pos,11
64,性价比,n,pos,12
64,物流,n,pos,13
64,师傅,nr,pos,14
64,热情,n,pos,15
65,品牌,n,pos,0
65,可以信赖,l,pos,1
65,物流,n,pos,2
65,安装,v,pos,3
65,完美,a,pos,4
65,隔天,nz,pos,5
65,预约,v,pos,6
65,安装,v,pos,7
65,安装,v,pos,8
65,服务,vn,pos,9
65,不错,a,pos,10
65,花,v,pos,11
65,材料费,n,pos,12
65,材料,n,pos,13
65,包,v,pos,14
65,三年,m,pos,15
70,尺寸,n,pos,0
70,大小,b,pos,1
70,正好,a,pos,2
70,质量,n,pos,3
70,不错,a,pos,4
70,品牌,n,pos,5
70,值得,v,pos,6
70,信赖,n,pos,7
70,安装,v,pos,8
70,师傅,nr,pos,9
70,专业,n,pos,10
70,美观,nz,pos,11
70,实用,v,pos,12
73,喜欢,v,pos,0
73,值得,v,pos,1
73,信任,n,pos,2
73,服务,vn,pos,3
73,实在,v,pos,4
73,一流,n,pos,5
73,谢谢,nr,pos,6
74,品牌,n,pos,0
74,值得,v,pos,1
74,信赖,n,pos,2
74,送货,v,pos,3
74,晚上,t,pos,4
74,点,m,pos,5
74,下单,n,pos,6
74,第二天,m,pos,7
74,下午,t,pos,8
74,收到,v,pos,9
74,外箱,n,pos,10
74,外观,n,pos,11
74,完好,a,pos,12
74,外观,n,pos,13
74,不错,a,pos,14
74,很大,a,pos,15
74,操作,v,pos,16
74,面板,n,pos,17
74,不错,a,pos,18
74,装,v,pos,19
74,再来,d,pos,20
74,追评,v,pos,21
74,总体,n,pos,22
74,满意,v,pos,23
76,不错,a,pos,0
76,中午,t,pos,1
76,送来,v,pos,2
76,下午,t,pos,3
76,师傅,nr,pos,4
76,安装,v,pos,5
76,加热,v,pos,6
76,很快,d,pos,7
79,安装,v,pos,0
79,比较满意,l,pos,1
79,送货,v,pos,2
79,安装,v,pos,3
79,免费,vn,pos,4
79,材料,n,pos,5
79,收费,n,pos,6
79,购买,v,pos,7
79,材料,n,pos,8
79,九折,m,pos,9
79,材料,n,pos,10
79,费用,n,pos,11
79,地方,n,pos,12
79,管件,n,pos,13
79,情况,n,pos,14
79,打折,v,pos,15
79,安装,v,pos,16
79,师傅,nr,pos,17
79,态度,n,pos,18
79,点,m,pos,19
79,赞,v,pos,20
80,依然,d,pos,0
80,棒棒,n,pos,1
80,信赖,n,pos,2
80,家电,j,pos,3
80,售后,n,pos,4
80,师傅,nr,pos,5
80,一级,m,pos,6
80,棒,zg,pos,7
81,第次,m,pos,0
81,电器,n,pos,1
81,一如既往,i,pos,2
81,物流,n,pos,3
81,安装,v,pos,4
81,服务,vn,pos,5
81,更是,d,pos,6
81,无话可说,l,pos,7
81,第四个,m,pos,8
81,质量,n,pos,9
81,信得过,v,pos,10
81,支持,v,pos,11
81,支持,v,pos,12
81,电器,n,pos,13
81,希望,v,pos,14
81,更好,d,pos,15
82,一个月,m,pos,0
82,评价,n,pos,1
82,安装,v,pos,2
82,师傅,nr,pos,3
82,认真负责,n,pos,4
82,质量,n,pos,5
82,不错,a,pos,6
82,后期,t,pos,7
82,咨询,vn,pos,8
82,安装,v,pos,9
82,师傅,nr,pos,10
82,登门,ns,pos,11
82,指导,n,pos,12
82,售后,n,pos,13
82,不错,a,pos,14
82,安装费,n,pos,15
82,小贵,nr,pos,16
82,五星,nz,pos,17
82,好评,v,pos,18
85,机子,n,pos,0
85,不错,a,pos,1
85,装,v,pos,2
85,特,d,pos,3
85,通水,n,pos,4
85,通电,j,pos,5
85,试,v,pos,6
85,下才,t,pos,7
85,评价,n,pos,8
85,美观,nz,pos,9
85,大方,n,pos,10
85,使用方便,l,pos,11
85,牌子,n,pos,12
85,赞,v,pos,13
86,快递,v,pos,0
86,力,n,pos,1
86,收到,v,pos,2
86,宝贝,nr,pos,3
86,打开,v,pos,4
86,质量,n,pos,5
86,不错,a,pos,6
86,原因,n,pos,7
86,安装,v,pos,8
86,售后,n,pos,9
86,打电话,l,pos,10
86,解决,v,pos,11
86,感觉,n,pos,12
86,满意,v,pos,13
86,下次,t,pos,14
86,光临,v,pos,15
87,家电,j,pos,0
87,家电,j,pos,1
87,选择,v,pos,2
87,品牌,n,pos,3
87,值得,v,pos,4
87,信赖,n,pos,5
87,正品,n,pos,6
87,低价,n,pos,7
87,无假货,i,pos,8
87,售后服务,l,pos,9
87,一体化,l,pos,10
87,态度,n,pos,11
88,特别,d,pos,0
88,搞,v,pos,1
88,速度,n,pos,2
88,性价比,n,pos,3
88,高,a,pos,4
88,物流,n,pos,5
88,安装,v,pos,6
88,很快,d,pos,7
88,声音,n,pos,8
88,热,a,pos,9
88,速度,n,pos,10
88,赞,v,pos,11
89,发货,n,pos,0
89,包装,v,pos,1
89,完整,a,pos,2
89,价格,n,pos,3
89,实惠,vn,pos,4
89,客服,n,pos,5
89,态度,n,pos,6
89,收到,v,pos,7
89,货,n,pos,8
89,迫不及待,i,pos,9
89,打开,v,pos,10
89,时,ng,pos,11
89,兴奋,v,pos,12
89,包装,v,pos,13
89,破损,v,pos,14
89,超级,b,pos,15
89,棒,a,pos,16
89,质量,n,pos,17
89,物有所值,l,pos,18
89,宝贝儿,nr,pos,19
89,真心,d,pos,20
89,不错,a,pos,21
89,说实话,l,pos,22
89,真的,d,pos,23
89,喜欢,v,pos,24
89,正品,n,pos,25
89,性价比,n,pos,26
89,高,a,pos,27
89,便宜,a,pos,28
89,真的,d,pos,29
89,赚,v,pos,30
89,真的,d,pos,31
89,值得,v,pos,32
89,购买,v,pos,33
89,包装,v,pos,34
89,无法形容,l,pos,35
89,店家,n,pos,36
89,售后,n,pos,37
89,力,n,pos,38
89,服务态度,n,pos,39
89,特别,d,pos,40
89,发货,n,pos,41
89,速度,n,pos,42
89,客服,n,pos,43
89,特别,d,pos,44
89,热情,n,pos,45
89,物流,n,pos,46
89,超级,b,pos,47
89,好评,v,pos,48
89,好评,v,pos,49
89,喜欢,v,pos,50
89,真心,d,pos,51
89,谢谢,nr,pos,52
89,店家,n,pos,53
89,客服,n,pos,54
89,售后,n,pos,55
89,人员,n,pos,56
89,耐心,a,pos,57
89,回复,v,pos,58
89,回复,v,pos,59
89,态度,n,pos,60
89,发货,n,pos,61
89,快递,v,pos,62
89,送到,v,pos,63
89,很快,d,pos,64
89,一点,m,pos,65
89,实惠,vn,pos,66
89,店家,n,pos,67
89,细心,n,pos,68
89,包裹,v,pos,69
89,结实,n,pos,70
89,赞,v,pos,71
89,快递,v,pos,72
89,哥,n,pos,73
89,态度,n,pos,74
89,超级,b,pos,75
89,棒,zg,pos,76
89,超赞,v,pos,77
89,....,m,pos,78
90,昨天,t,pos,0
90,下单,n,pos,1
90,送货,v,pos,2
90,快递,v,pos,3
90,员,zg,pos,4
90,厉害,a,pos,5
90,帮,v,pos,6
90,扛,v,pos,7
90,楼,n,pos,8
90,辛苦,a,pos,9
90,快递,v,pos,10
90,员,q,pos,11
92,安装,v,pos,0
92,颜值,n,pos,1
92,满分,d,pos,2
92,东西,ns,pos,3
92,力,n,pos,4
92,这回,mq,pos,5
92,洗菜,n,pos,6
92,洗手,v,pos,7
92,用到,v,pos,8
92,热水,n,pos,9
92,满意,v,pos,10
92,服务,vn,pos,11
92,不错,a,pos,12
92,安装,v,pos,13
92,师傅,nr,pos,14
92,技术,n,pos,15
92,分,v,pos,16
92,技术,n,pos,17
92,娴熟,a,pos,18
92,辅料,n,pos,19
92,一共,j,pos,20
92,花,v,pos,21
93,物流,n,pos,0
93,速度,n,pos,1
93,值得,v,pos,2
93,信赖,n,pos,3
93,安装,v,pos,4
97,安装,v,pos,0
97,师傅,nr,pos,1
97,上门,ns,pos,2
97,安装,v,pos,3
97,移花,n,pos,4
97,洒,v,pos,5
97,墙,n,pos,6
97,开,v,pos,7
97,洞,n,pos,8
97,问,v,pos,9
97,好几个,m,pos,10
97,水管,n,pos,11
97,走向,v,pos,12
97,试,v,pos,13
97,还好,v,pos,14
97,爆管,v,pos,15
97,切割,v,pos,16
97,管子,n,pos,17
97,安装,v,pos,18
97,试水,n,pos,19
97,水,n,pos,20
97,洗手台,nz,pos,21
97,出水,v,pos,22
97,上满,v,pos,23
97,不用,v,pos,24
97,温度,n,pos,25
97,设在,v,pos,26
97,度,zg,pos,27
97,一个多,m,pos,28
97,小时,n,pos,29
97,到度,d,pos,30
97,线,n,pos,31
97,长度,ns,pos,32
97,表,v,pos,33
97,明码标价,n,pos,34
97,收,v,pos,35
97,安装费,n,pos,36
97,师傅,nr,pos,37
97,打扫,v,pos,38
97,工作,vn,pos,39
97,现场,n,pos,40
97,走,v,pos,41
97,晚上,t,pos,42
97,断电,n,pos,43
98,东西,ns,pos,0
98,实用,v,pos,1
98,家里人,nrt,pos,2
98,满意,v,pos,3
98,喜欢,v,pos,4
98,朋友,n,pos,5
98,犹豫,a,pos,6
98,品牌,n,pos,7
98,金,n,pos,8
98,公公,n,pos,9
98,东西,ns,pos,10
98,不错,a,pos,11
98,选择,v,pos,12
101,安装,v,pos,0
101,比较满意,l,pos,1
101,安装,v,pos,2
101,免费,vn,pos,3
101,材料,n,pos,4
101,收费,n,pos,5
101,购买,v,pos,6
101,材料,n,pos,7
101,九折,m,pos,8
101,材料,n,pos,9
101,费用,n,pos,10
101,地方,n,pos,11
101,管件,n,pos,12
101,情况,n,pos,13
101,打折,v,pos,14
101,安装,v,pos,15
101,师傅,nr,pos,16
101,态度,n,pos,17
101,点,m,pos,18
101,赞,v,pos,19
103,物流,n,pos,0
103,挺快,v,pos,1
103,昨天下午,t,pos,2
103,刚刚,d,pos,3
103,买下,v,pos,4
103,收到,v,pos,5
103,货,n,pos,6
103,包装,v,pos,7
103,完整,a,pos,8
103,破损,v,pos,9
103,师傅,nr,pos,10
103,安装,v,pos,11
103,不错,a,pos,12
105,在家,r,pos,0
105,当天,t,pos,1
105,到货,v,pos,2
105,电话,n,pos,3
105,预约,v,pos,4
105,当天,t,pos,5
105,安装,v,pos,6
105,装修,v,pos,7
105,工人,n,pos,8
105,看着,v,pos,9
105,安装,v,pos,10
105,安装,v,pos,11
105,水,n,pos,12
105,调试,vn,pos,13
105,照片,n,pos,14
105,只能,v,pos,15
105,回家,n,pos,16
105,追加,v,pos,17
105,整体,n,pos,18
105,服务,vn,pos,19
105,物流,n,pos,20
105,特别,d,pos,21
105,准时,v,pos,22
105,好评,v,pos,23
106,送货,v,pos,0
106,很快,d,pos,1
106,预约,v,pos,2
106,安装,v,pos,3
106,师傅,nr,pos,4
106,安装,v,pos,5
106,安装,v,pos,6
106,师傅,nr,pos,7
106,专业,n,pos,8
106,安装,v,pos,9
106,很快,d,pos,10
106,没用,v,pos,11
106,效果,n,pos,12
108,不错,a,pos,0
108,很好,d,pos,1
108,包装,v,pos,2
108,结实,n,pos,3
108,送货上门,l,pos,4
108,我家,r,pos,5
108,楼,n,pos,6
108,电梯,n,pos,7
108,师傅,nr,pos,8
108,送上来,v,pos,9
108,服务,vn,pos,10
