index_content,word,nature,content_type,index_word
33,速度,n,pos,10
33,包装,v,pos,11
33,仔细,ad,pos,12
33,严实,ad,pos,13
33,物流,n,pos,14
33,公司,n,pos,15
33,服务态度,n,pos,16
33,运送,v,pos,17
33,速度,n,pos,18
33,很快,d,pos,19
33,满意,v,pos,20
33,购物,n,pos,21
34,速度,n,pos,0
34,服务,vn,pos,1
34,安装,v,pos,2
34,师傅,nr,pos,3
34,悲,vg,pos,4
34,催,v,pos,5
34,号到,v,pos,6
34,号,m,pos,7
34,便宜,a,pos,8
34,安装,v,pos,9
34,材料费,n,pos,10
34,花,v,pos,11
35,收到,v,pos,0
35,安装,v,pos,1
35,挺好用,a,pos,2
35,质量,n,pos,3
35,不错,a,pos,4
35,安装工人,l,pos,5
35,服务态度,n,pos,6
35,教给,vn,pos,7
35,快递,v,pos,8
35,挺快,v,pos,9
35,满意,v,pos,10
36,一段时间,l,pos,0
36,总体,n,pos,1
36,感觉,n,pos,2
36,不错,a,pos,3
36,保温,n,pos,4
36,性能,n,pos,5
36,遥控器,n,pos,6
36,功能,n,pos,7
36,小孩子,n,pos,8
36,值得,v,pos,9
36,推荐,v,pos,10
37,非常感谢,i,pos,0
37,商城,ns,pos,1
37,给予,v,pos,2
37,优质,n,pos,3
37,服务,vn,pos,4
37,仓储,j,pos,5
37,管理,vn,pos,6
37,物流配送,n,pos,7
37,做,v,pos,8
37,送货,v,pos,9
37,配送,v,pos,10
37,员,q,pos,11
37,热情,n,pos,12
37,有时候,l,pos,13
37,收件,n,pos,14
37,安排,v,pos,15
37,时间,n,pos,16
37,配送,v,pos,17
37,商城,ns,pos,18
37,售后,n,pos,19
37,管理,vn,pos,20
37,解,v,pos,21
37,客户,n,pos,22
37,忧患,n,pos,23
37,排除万难,i,pos,24
37,给予,v,pos,25
37,购物,n,pos,26
37,体验,n,pos,27
38,国庆,t,pos,0
38,活动,vn,pos,1
38,农村,n,pos,2
38,送货上门,l,pos,3
38,送到,v,pos,4
38,装上,v,pos,5
38,试用,vn,pos,6
38,很好,d,pos,7
38,烧水,n,pos,8
38,水量,n,pos,9
38,足,a,pos,10
38,压力,n,pos,11
38,使用方便,l,pos,12
38,遥控器,n,pos,13
38,操作,v,pos,14
39,速度,n,pos,0
39,第一次,m,pos,1
39,订单,n,pos,2
39,点,q,pos,3
39,事故,n,pos,4
39,地址,n,pos,5
39,选错,v,pos,6
39,区域,n,pos,7
39,幸好,a,pos,8
39,客服,n,pos,9
39,帮忙,v,pos,10
39,活动,vn,pos,11
39,价格比,n,pos,12
39,平时,t,pos,13
39,优惠,vn,pos,14
39,安装,v,pos,15
39,热水,n,pos,16
39,很快,d,pos,17
39,功耗,n,pos,18
39,牌子,n,pos,19
39,安装,v,pos,20
39,师傅,nr,pos,21
39,安装,v,pos,22
39,材料,n,pos,23
39,报表,n,pos,24
39,报表,n,pos,25
39,打勾,nz,pos,26
39,完美,a,pos,27
40,每次,r,pos,0
40,喜欢,v,pos,1
40,东西,ns,pos,2
40,几天,m,pos,3
40,几天,m,pos,4
40,特别,d,pos,5
40,放心,v,pos,6
40,品牌,n,pos,7
40,简单,a,pos,8
40,漂亮,a,pos,9
40,喜欢,v,pos,10
40,侧面,f,pos,11
40,安装,v,pos,12
40,主动,b,pos,13
40,打电话,l,pos,14
40,问,v,pos,15
40,价格,n,pos,16
40,明,a,pos,17
40,我家,r,pos,18
40,旧,a,pos,19
40,拆下来,v,pos,20
40,换,v,pos,21
40,新,a,pos,22
40,安装,v,pos,23
40,师傅,nr,pos,24
40,很快,d,pos,25
40,弄,v,pos,26
40,态度,n,pos,27
40,手脚,n,pos,28
40,麻利,nr,pos,29
40,花,v,pos,30
40,块钱,n,pos,31
40,拆,v,pos,32
40,旧机,n,pos,33
40,管子,n,pos,34
40,钱,n,pos,35
40,仔细,ad,pos,36
40,算,v,pos,37
40,反正,d,pos,38
40,效果,n,pos,39
40,无所谓,l,pos,40
40,旧,a,pos,41
40,年,m,pos,42
40,没坏,v,pos,43
40,品牌,n,pos,44
40,没了,v,pos,45
40,希望,v,pos,46
40,经久耐用,l,pos,47
41,满意,v,pos,0
41,送货,v,pos,1
41,师傅,nr,pos,2
41,搬到,v,pos,3
41,楼,n,pos,4
41,安装,v,pos,5
41,师傅,nr,pos,6
41,不错,a,pos,7
42,昨天,t,pos,0
42,装,v,pos,1
42,第一次,m,pos,2
42,烧水,n,pos,3
42,很快,d,pos,4
42,性价比,n,pos,5
42,超高,v,pos,6
43,高端,n,pos,0
43,大气,n,pos,1
43,上档次,b,pos,2
44,下单,n,pos,0
44,安装,v,pos,1
44,正品,n,pos,2
44,值得,v,pos,3
44,推荐,v,pos,4
45,期盼,v,pos,0
45,之中,r,pos,1
45,终于,d,pos,2
45,心爱,n,pos,3
45,东东,ns,pos,4
45,谢谢,nr,pos,5
46,产品,n,pos,0
46,师傅,nr,pos,1
46,安装,v,pos,2
46,负责,v,pos,3
48,外观,n,pos,0
48,时尚,n,pos,1
48,简约,d,pos,2
48,白色,n,pos,3
48,显,v,pos,4
48,大气,n,pos,5
48,一键,n,pos,6
48,快速,d,pos,7
48,升温,v,pos,8
48,省,n,pos,9
48,时,ng,pos,10
48,一键,n,pos,11
48,中温,n,pos,12
48,保温,n,pos,13
48,省力,n,pos,14
48,远红外,l,pos,15
48,遥控,vn,pos,16
48,控制,v,pos,17
48,便捷,a,pos,18
48,液晶,n,pos,19
48,大屏,n,pos,20
48,一目了然,i,pos,21
48,安装,v,pos,22
48,师傅,nr,pos,23
48,细心,n,pos,24
48,周到,v,pos,25
48,服务,vn,pos,26
48,温暖,an,pos,27
48,送,v,pos,28
48,小花,n,pos,29
48,洒,v,pos,30
48,正好,a,pos,31
48,我家,r,pos,32
48,坏,a,pos,33
48,无微不至,i,pos,34
48,品牌,n,pos,35
48,值得,v,pos,36
48,信赖,n,pos,37
49,线,n,pos,0
49,拍下,v,pos,1
49,产品,n,pos,2
49,发货,n,pos,3
49,速度,n,pos,4
49,很快,d,pos,5
49,预约,v,pos,6
49,上门,ns,pos,7
49,安装,v,pos,8
49,安装,v,pos,9
49,人员,n,pos,10
49,业务,n,pos,11
49,熟练,a,pos,12
49,素质,n,pos,13
49,高,a,pos,14
49,牌子,n,pos,15
49,值得,v,pos,16
49,信赖,n,pos,17
49,加热,v,pos,18
49,升水,v,pos,19
49,够,zg,pos,20
49,两个,m,pos,21
49,人用,n,pos,22
49,愉快,a,pos,23
49,购物,n,pos,24
49,体验,n,pos,25
49,性价比,n,pos,26
49,极高,a,pos,27
49,一款,m,pos,28
50,产品,n,pos,0
50,没得说,l,pos,1
50,包括,v,pos,2
50,洗衣机,n,pos,3
50,安装,v,pos,4
50,师傅,nr,pos,5
50,装,v,pos,6
50,逼,v,pos,7
50,免费,vn,pos,8
50,安装,v,pos,9
50,材料,n,pos,10
50,装完,v,pos,11
50,自带,n,pos,12
50,几个,m,pos,13
50,接头,v,pos,14
50,收,v,pos,15
50,我块,r,pos,16
50,材料费,n,pos,17
50,变着法,l,pos,18
50,收费,n,pos,19
51,购物,n,pos,0
51,快递,v,pos,1
51,力,n,pos,2
51,购物,n,pos,3
51,快递,v,pos,4
51,力,n,pos,5
51,理解,v,pos,6
51,送货,v,pos,7
51,量,n,pos,8
51,大师傅,nr,pos,9
51,忙不过来,l,pos,10
51,宝贝,nr,pos,11
51,留心,v,pos,12
51,客服,n,pos,13
51,人员,n,pos,14
51,告知,v,pos,15
51,算,v,pos,16
51,倒霉,a,pos,17
51,安装,v,pos,18
51,安装,v,pos,19
51,师傅,nr,pos,20
51,很好,d,pos,21
51,顾客,nr,pos,22
51,安装,v,pos,23
51,好看,v,pos,24
51,周到,v,pos,25
51,关心,n,pos,26
51,收费,n,pos,27
51,两个,m,pos,28
51,脚法,n,pos,29
51,管子,n,pos,30
51,收费,n,pos,31
51,满意,v,pos,32
51,购物,n,pos,33
51,下次,t,pos,34
51,用后感,n,pos,35
52,品牌,n,pos,0
52,值得,v,pos,1
52,信赖,n,pos,2
52,就用,v,pos,3
52,新房子,n,pos,4
52,装修,v,pos,5
52,售后,n,pos,6
52,特别,d,pos,7
52,正规,a,pos,8
52,安装,v,pos,9
52,人员,n,pos,10
52,进门,v,pos,11
52,穿鞋,n,pos,12
52,套,q,pos,13
52,耐心,a,pos,14
52,谅解,v,pos,15
52,贴心,v,pos,16
52,满意,v,pos,17
52,购物,n,pos,18
53,购买,v,pos,0
53,自营,vn,pos,1
53,商品,n,pos,2
53,拥有,v,pos,3
53,七天,t,pos,4
53,理由,n,pos,5
53,退换货,n,pos,6
53,消费者,n,pos,7
53,无忧,v,pos,8
53,购买,v,pos,9
53,送货,v,pos,10
53,电,n,pos,11
53,电子,n,pos,12
53,百货,n,pos,13
53,厂品,n,pos,14
53,购买,v,pos,15
53,信赖,n,pos,16
53,自营,vn,pos,17
55,升,zg,pos,0
55,预约,v,pos,1
55,洗浴,v,pos,2
55,无线,n,pos,3
55,遥控,vn,pos,4
55,不错,a,pos,5
55,送货,v,pos,6
55,安装,v,pos,7
55,不错,a,pos,8
55,家里人,nrt,pos,9
55,满意,v,pos,10
55,升,zg,pos,11
55,预约,v,pos,12
55,洗浴,v,pos,13
55,无线,n,pos,14
55,遥控,vn,pos,15
55,不错,a,pos,16
55,行,zg,pos,17
55,价格,n,pos,18
55,总,b,pos,19
55,波动,vn,pos,20
56,很好,a,pos,0
56,包装,v,pos,1
56,完整,a,pos,2
56,外形,n,pos,3
56,大气,n,pos,4
56,简洁,a,pos,5
56,卫生间,n,pos,6
56,颜色,n,pos,7
56,搭配,v,pos,8
56,热水,n,pos,9
56,速度,n,pos,10
56,大容量,n,pos,11
56,足够,v,pos,12
56,一家,m,pos,13
56,三口,m,pos,14
56,真的,d,pos,15
56,太号,n,pos,16
56,太好了,l,pos,17
56,欧,ns,pos,18
56,天,q,pos,19
56,不敢相信,i,pos,20
56,日子,n,pos,21
56,坐上,v,pos,22
56,幸福,a,pos,23
56,列车,n,pos,24
56,奔,zg,pos,25
56,幸福,a,pos,26
56,海洋,ns,pos,27
56,哈哈哈哈,o,pos,28
56,哈哈哈,o,pos,29
56,哈哈哈,o,pos,30
57,师傅,nr,pos,0
57,安装,v,pos,1
57,服务态度,n,pos,2
57,不错,a,pos,3
57,品牌,n,pos,4
57,送货上门,l,pos,5
57,速度,n,pos,6
57,很快,d,pos,7
58,品牌,n,pos,0
58,值得,v,pos,1
58,信赖,n,pos,2
58,第二回,m,pos,3
58,购买,v,pos,4
58,加热,v,pos,5
58,速度,n,pos,6
58,洗澡,v,pos,7
58,不用,v,pos,8
58,送货,v,pos,9
58,安装,v,pos,10
58,安装,v,pos,11
58,师傅,nr,pos,12
58,气,n,pos,13
58,讲解,v,pos,14
58,到位,v,pos,15
58,师傅,nr,pos,16
58,还给,v,pos,17
58,收拾,v,pos,18
58,卫生,an,pos,19
58,真的,d,pos,20
58,满意,v,pos,21
58,不的,v,pos,22
58,满分,d,pos,23
59,购买,v,pos,0
59,自营,vn,pos,1
59,商品,n,pos,2
59,拥有,v,pos,3
59,天无,i,pos,4
59,理由,n,pos,5
59,退换货,n,pos,6
59,消费者,n,pos,7
59,无忧,v,pos,8
59,购买,v,pos,9
59,关键,n,pos,10
59,入门,ns,pos,11
59,门槛,n,pos,12
59,质量,n,pos,13
59,高,a,pos,14
59,电子,n,pos,15
59,百货,n,pos,16
59,产品,n,pos,17
59,购买,v,pos,18
59,自营,vn,pos,19
59,产品,n,pos,20
59,信赖,n,pos,21
59,自营,vn,pos,22
60,确实,ad,pos,0
60,不错,a,pos,1
60,收到,v,pos,2
60,安装,v,pos,3
60,水温,n,pos,4
60,不错,a,pos,5
60,冬天,t,pos,6
60,洗澡,v,pos,7
60,不用,v,pos,8
60,愁,v,pos,9
61,不错,a,pos,0
61,太棒了,nr,pos,1
61,一级,m,pos,2
61,变频,vn,pos,3
61,出热,v,pos,4
61,水量,n,pos,5
61,价格,n,pos,6
61,合适,a,pos,7
62,牌子,n,pos,0
62,买回来,l,pos,1
62,值得,v,pos,2
62,撇开,v,pos,3
62,价格,n,pos,4
62,牌子,n,pos,5
62,摆在,v,pos,6
62,就让,v,pos,7
62,放心,v,pos,8
62,收到,v,pos,9
62,第一,m,pos,10
62,感觉,n,pos,11
62,升,v,pos,12
62,容积,n,pos,13
62,足够,v,pos,14
62,三个,m,pos,15
62,洗,v,pos,16
62,试,v,pos,17
62,不错,a,pos,18
62,满意,v,pos,19
62,购物,n,pos,20
62,五星,nz,pos,21
62,好评,v,pos,22
63,收到,v,pos,0
63,外观,n,pos,1
63,颜值,n,pos,2
63,高,a,pos,3
63,简洁,a,pos,4
63,大方,n,pos,5
63,预约,v,pos,6
63,安装,v,pos,7
63,很快,d,pos,8
63,到货,v,pos,9
63,第二天,m,pos,10
63,师傅,nr,pos,11
63,一大早,l,pos,12
63,免费,vn,pos,13
63,安装,v,pos,14
63,收,v,pos,15
63,材料费,n,pos,16
63,品牌,n,pos,17
63,值得,v,pos,18
63,信赖,n,pos,19
64,东西,ns,pos,0
64,不错,a,pos,1
64,质量,n,pos,2
64,实用,v,pos,3
64,后悔,v,pos,4
64,外观,n,pos,5
64,大气,n,pos,6
64,颜色,n,pos,7
64,漂亮,a,pos,8
64,喜欢,v,pos,9
64,多款,m,pos,10
64,款,m,pos,11
64,性价比,n,pos,12
64,物流,n,pos,13
64,师傅,nr,pos,14
64,热情,n,pos,15
65,品牌,n,pos,0
65,可以信赖,l,pos,1
65,物流,n,pos,2
65,安装,v,pos,3
65,完美,a,pos,4
65,隔天,nz,pos,5
65,预约,v,pos,6
65,安装,v,pos,7
65,安装,v,pos,8
65,服务,vn,pos,9
65,不错,a,pos,10
65,花,v,pos,11
65,材料费,n,pos,12
65,材料,n,pos,13
65,包,v,pos,14
65,三年,m,pos,15
66,家,s,pos,0
66,储水量,n,pos,1
66,好几个,m,pos,2
66,下次,t,pos,3
66,来买,v,pos,4
66,品牌,n,pos,5
66,介绍,v,pos,6
66,朋友,n,pos,7
66,希望,v,pos,8
66,越做越,v,pos,9
67,非常感谢,i,pos,0
67,商城,ns,pos,1
67,给予,v,pos,2
67,优质,n,pos,3
67,服务,vn,pos,4
67,仓储,j,pos,5
67,管理,vn,pos,6
67,物流配送,n,pos,7
67,做,v,pos,8
67,送货,v,pos,9
67,配送,v,pos,10
67,员,q,pos,11
67,热情,n,pos,12
67,有时候,l,pos,13
67,收件,n,pos,14
67,安排,v,pos,15
67,时间,n,pos,16
67,配送,v,pos,17
67,商城,ns,pos,18
67,售后,n,pos,19
67,管理,vn,pos,20
67,解,v,pos,21
67,客户,n,pos,22
67,忧患,n,pos,23
67,排除万难,i,pos,24
67,给予,v,pos,25
67,购物,n,pos,26
67,体验,n,pos,27
67,顺颂,v,pos,28
67,商祺,nr,pos,29
70,尺寸,n,pos,0
70,大小,b,pos,1
70,正好,a,pos,2
70,质量,n,pos,3
70,不错,a,pos,4
70,品牌,n,pos,5
70,值得,v,pos,6
70,信赖,n,pos,7
70,安装,v,pos,8
70,师傅,nr,pos,9
70,专业,n,pos,10
70,美观,nz,pos,11
70,实用,v,pos,12
71,正品,n,pos,0
71,无疑,d,pos,1
71,信奈,nr,pos,2
71,第一次,m,pos,3
71,网购,n,pos,4
71,电,n,pos,5
71,售后服务,l,pos,6
71,很快,d,pos,7
71,上门,ns,pos,8
71,安装,v,pos,9
71,安装,v,pos,10
71,费用,n,pos,11
71,太贵,nr,pos,12
71,热水,n,pos,13
71,接到,v,pos,14
71,洗脸盆,l,pos,15
71,太阳能,n,pos,16
71,管道,n,pos,17
71,改造,v,pos,18
71,总共,b,pos,19
71,花,v,pos,20
71,安装,v,pos,21
71,材料,n,pos,22
71,详细,ad,pos,23
71,单子,n,pos,24
71,坑,n,pos,25
71,商城,ns,pos,26
71,封顶,n,pos,27
71,太,d,pos,28
71,高,a,pos,29
71,语,ng,pos,30
71,感觉,n,pos,31
71,宰,v,pos,32
71,安装,v,pos,33
71,材料,n,pos,34
71,透明,v,pos,35
71,换,v,pos,36
71,混,v,pos,37
71,水阀,n,pos,38
71,很贵,a,pos,39
71,划算,v,pos,40
71,机器,n,pos,41
71,倒,v,pos,42
71,便宜,a,pos,43
71,热水,n,pos,44
71,倒,v,pos,45
71,从度,d,pos,46
71,度用,v,pos,47
71,小时,n,pos,48
71,分钟,q,pos,49
71,洗澡,v,pos,50
71,费水,n,pos,51
71,升,zg,pos,52
71,太小,n,pos,53
71,洗,v,pos,54
71,半小时,b,pos,55
71,三十度,mq,pos,56
71,空间,n,pos,57
71,有限,a,pos,58
71,要买,v,pos,59
71,大点,n,pos,60
71,容量,n,pos,61
72,电视,n,pos,0
72,装修,v,pos,1
72,十月,t,pos,2
72,囤货,v,pos,3
72,期待,v,pos,4
72,一万,m,pos,5
72,送,v,pos,6
72,空气,n,pos,7
72,净化器,n,pos,8
73,喜欢,v,pos,0
73,值得,v,pos,1
73,信任,n,pos,2
73,服务,vn,pos,3
73,实在,v,pos,4
73,一流,n,pos,5
73,谢谢,nr,pos,6
74,品牌,n,pos,0
74,值得,v,pos,1
74,信赖,n,pos,2
74,送货,v,pos,3
74,晚上,t,pos,4
74,点,m,pos,5
74,下单,n,pos,6
74,第二天,m,pos,7
74,下午,t,pos,8
74,收到,v,pos,9
74,外箱,n,pos,10
74,外观,n,pos,11
74,完好,a,pos,12
74,外观,n,pos,13
74,不错,a,pos,14
74,很大,a,pos,15
74,操作,v,pos,16
74,面板,n,pos,17
74,不错,a,pos,18
74,装,v,pos,19
74,再来,d,pos,20
74,追评,v,pos,21
74,总体,n,pos,22
74,满意,v,pos,23
75,产品,n,pos,0
75,不错,a,pos,1
75,外观,n,pos,2
75,漂亮,a,pos,3
75,实惠,vn,pos,4
75,号,m,pos,5
75,拍,v,pos,6
75,留错,v,pos,7
75,电话,n,pos,8
75,没收,v,pos,9
75,到货,v,pos,10
75,客服,n,pos,11
75,客服,n,pos,12
75,态度,n,pos,13
75,效率,n,pos,14
75,后号,n,pos,15
